-180,-66.48939514
-179.278564453125,-66.49143219
-178.5571136474609,-66.60125732
-177.8356781005859,-66.72531128
-177.1142272949219,-66.93682097999999
-176.3927917480469,-67.27035522
-175.6713409423828,-67.65473175
-174.9499053955078,-68.02284241
-174.2284545898438,-68.50483704
-173.5070190429688,-69.00107574000001
-172.7855682373047,-69.3366394
-172.0641326904297,-69.96913910000001
-171.3426818847656,-70.42672729
-170.6212463378906,-70.69721985
-169.8997955322266,-70.80094147
-169.1783599853516,-70.90466309
-168.4569091796875,-70.89042664
-167.7354736328125,-70.94940186
-167.0140228271484,-70.86398315
-166.2925872802734,-70.79077148
-165.5711364746094,-70.69721985
-164.8497009277344,-70.68094635
-164.1282501220703,-70.78873444
-163.4068145751953,-70.95550537
-162.6853637695313,-71.11006927
-161.9639282226563,-71.24226379
-161.2424774169922,-71.46190643
-160.5210418701172,-71.87475585999999
-159.7996063232422,-72.33844757
-159.0781555175781,-72.94247437
-158.3567199707031,-73.50378418
-157.6352691650391,-74.07527161
-156.9138336181641,-74.52269745
-156.1923828125,-74.95587921000001
-155.470947265625,-74.88266754
-154.7494964599609,-74.50032043
-154.0280609130859,-74.12001038
-153.3066101074219,-73.85765839
-152.5851745605469,-73.70309448
-151.8637237548828,-73.61564636
-151.1422882080078,-73.60140991
-150.4208374023438,-73.71936798
-149.6994018554688,-73.93290709999999
-148.9779510498047,-74.39050293
-148.2565155029297,-74.80945586999999
-147.5350646972656,-75.20400238000001
-146.8136291503906,-75.66973114
-146.0921783447266,-76.10291290000001
-145.3707427978516,-76.59915161000001
-144.6492919921875,-77.42688751
-143.9278564453125,-78.2769928
-143.2064056396484,-79.24911499
-142.4849700927734,-80.63410187
-141.7635345458984,-81.76689911
-141.0420837402344,-80.49377441
-140.3206481933594,-78.97863769999999
-139.5991973876953,-77.4614563
-138.8777618408203,-76.1761322
-138.1563110351563,-75.20806885
-137.4348754882813,-74.53693389999999
-136.7134246826172,-74.28678131
-135.9919891357422,-74.41490936
-135.2705383300781,-74.76064301
-134.5491027832031,-75.54973602
-133.8276519775391,-77.12792206
-133.1062164306641,-79.74739074999999
-132.384765625,-84.01011658
-131.663330078125,-88.15286255
-130.9418792724609,-83.60133362000001
-130.2204437255859,-81.20558167
-129.4989929199219,-79.73111725
-128.7775573730469,-79.42605591
-128.0561065673828,-79.52163696
-127.3346710205078,-80.18667603
-126.6132278442383,-80.74188995
-125.8917846679688,-79.53181458
-125.1703414916992,-77.87227631
-124.4488983154297,-76.58491515999999
-123.7274551391602,-76.10494995000001
-123.0060119628906,-76.00122833
-122.2845687866211,-76.17002869
-121.5631256103516,-77.26622009
-120.841682434082,-78.99490356
-120.1202392578125,-82.8976593
-119.398796081543,-91.6631012
-118.6773529052734,-83.85148621
-117.9559097290039,-80.3737793
-117.2344665527344,-78.96032715
-116.5130233764648,-78.43968964
-115.7915802001953,-78.47833252
-115.0701370239258,-79.2308197
-114.3486938476563,-80.95746613
-113.6272583007813,-83.17831421
-112.9058151245117,-81.73638916
-112.1843719482422,-79.73111725
-111.4629287719727,-78.60238647
-110.7414855957031,-78.37461089999999
-110.0200424194336,-78.54747772
-109.2985992431641,-79.76976013
-108.5771560668945,-82.80818176
-107.855712890625,-87.38816833
-107.1342697143555,-83.75183105000001
-106.4128265380859,-80.6544342
-105.6913833618164,-79.33453369
-104.9699401855469,-79.36911010999999
-104.2484970092773,-80.01583862
-103.5270538330078,-82.46040343999999
-102.8056106567383,-87.10140991
-102.0841674804688,-84.90090179000001
-101.3627243041992,-80.71952057
-100.6412811279297,-78.17327118
-99.91983795166016,-76.97539519999999
-99.19839477539063,-76.80862427
-98.47695159912109,-77.06690979
-97.75550842285156,-78.25868225000001
-97.03406524658203,-79.91415404999999
-96.3126220703125,-79.38537598000001
-95.59117889404297,-78.02684021
-94.86973571777344,-77.15029144
-94.14830017089844,-76.99979401
-93.42685699462891,-77.07504272
-92.70541381835938,-78.06141663
-91.98397064208984,-80.15209960999999
-91.26252746582031,-80.73985291
-90.54108428955078,-78.20987701
-89.81964111328125,-76.46695708999999
-89.09819793701172,-75.47042084
-88.37675476074219,-75.29958344000001
-87.65531158447266,-75.433815
-86.93386840820313,-76.06834412000001
-86.21242523193359,-77.49196625
-85.49098205566406,-77.52246857
-84.76953887939453,-75.57820891999999
-84.048095703125,-73.9776535
-83.32665252685547,-73.18448639
-82.60520935058594,-72.9790802
-81.88376617431641,-73.10720825
-81.16232299804688,-73.85969543
-80.44087982177734,-75.33212279999999
-79.71943664550781,-77.20927429
-78.99799346923828,-76.99776459
-78.27655029296875,-75.58227539000001
-77.55510711669922,-74.41083527000001
-76.83366394042969,-73.98985291
-76.11222076416016,-73.69089508
-75.39078521728516,-73.45497894
-74.66934204101563,-73.10110474
-73.94789886474609,-72.62113952999999
-73.22645568847656,-71.89102936000001
-72.50501251220703,-71.31954193
-71.7835693359375,-71.18125153
-71.06212615966797,-71.20972442999999
-70.34068298339844,-71.63883972000001
-69.61923980712891,-72.51132201999999
-68.89779663085938,-73.41633606000001
-68.17635345458984,-73.25363922
-67.45491027832031,-72.17168427
-66.73346710205078,-70.93720245
-66.01202392578125,-70.17454529
-65.29058074951172,-69.92845917
-64.56913757324219,-69.95490264999999
-63.84769439697266,-70.29046631
-63.12625122070313,-71.34801483
-62.40480804443359,-72.77367400999999
-61.68336486816406,-74.73623657
-60.9619255065918,-75.43584442
-60.24048233032227,-73.56480408
-59.51903915405273,-71.56156158
-58.7975959777832,-70.19895172
-58.07615280151367,-69.27359772
-57.35470962524414,-68.52111053
-56.63326644897461,-68.17740631
-55.91182327270508,-67.95979309000001
-55.19038009643555,-67.91708374
-54.46893692016602,-67.7421875
-53.74749374389648,-67.63033295
-53.02605056762695,-67.36594391
